LN	129	56	129	215
LN	357	60	357	219
LN	451	58	488	58
LN	359	58	418	58
LN	260	137	410	137
LN	146	53	148	39
LN	158	189	158	140
LN	321	190	321	140
LN	131	54	184	54
LN	70	137	223	137
LN	161	188	188	188
LN	218	188	227	188
LN	270	189	264	189
LN	320	190	300	190
LN	121	215	125	215
LN	356	219	344	219
CT	129	54	0	8
CF	129	137	0	9
CT	129	215	0	14
CT	357	58	1	3
CT	357	137	1	4
CT	357	219	1	15
CT	321	137	4	7
CT	145	54	5	8
CT	158	137	6	9
CT	158	188	6	10
CT	321	190	7	13
